id,text,platform,topic,time_of_day,text_length,has_emoji,word_count,contains_punctuation_emphasis,emotion
6335,My doctor said the results would be in by now. They're not.,chat,health,afternoon,59,False,12,False,anxiety
6336,Your subscription renews on the 15th of next month.,twitter,customer_service,afternoon,51,False,9,False,neutral
6337,My parents watched me give the keynote. Worth every practice run.,review,work,afternoon,65,False,11,False,pride
6338,Got a calendar invite titled 'Quick chat' from my manager. Just that.,review,health,evening,69,False,12,False,anxiety
6339,The office will be closed on Friday for the public holiday.,chat,tech,night,59,False,11,False,neutral
6340,"Yes, please send me one more email asking if my issue was resolved before it was.",chat,product_feedback,afternoon,81,False,16,False,sarcasm
6341,Thought we'd crossed a milestone today. Numbers say otherwise.,chat,work,morning,62,False,9,False,disappointment
6342,The meeting got moved to Monday with no explanation. That's never good.,chat,social,evening,71,False,12,False,anxiety
6343,Submitted my request two weeks ago. Still pending. No updates.,support_ticket,finance,night,62,False,10,False,frustration
6344,They added a dark mode. Pity about everything else. Honestly.,chat,customer_service,morning,61,False,10,False,sarcasm
6345,The new location doesn't have the same feel as the original at all.,twitter,customer_service,evening,67,False,13,False,disappointment
6346,"Yes, a survey right now makes perfect sense. Love the timing.",twitter,finance,morning,61,False,11,False,sarcasm
6347,Waiting for feedback on the proposal. Refreshing my inbox every ten minutes.,support_ticket,tech,evening,76,False,12,False,anxiety
6348,It's raining outside and I have nowhere to be. Perfect day.,support_ticket,health,morning,59,False,11,False,joy
6349,Let me know if you need anything else from my end.,twitter,work,evening,50,False,11,False,neutral
6350,My team didn't need me to jump in once today. That's the whole goal.,review,social,morning,68,False,14,False,pride
6351,Ordered the special and they were out of it. Just found out after waiting.!,twitter,product_feedback,night,75,False,14,True,disappointment
6352,My mentor is leaving the company. Genuinely one of the best people here. Really.,support_ticket,customer_service,morning,80,False,14,False,disappointment
6353,The package should arrive between Tuesday and Thursday.,chat,personal,night,55,False,8,False,neutral
6354,We didn't make it to the finals. The team gave everything. Still hurts.,support_ticket,personal,morning,71,False,13,False,disappointment
6355,Deadline is in four hours and I'm still not confident this is ready.,twitter,personal,morning,68,False,13,False,anxiety
6356,The client said it was the best work they've received in years.,review,tech,afternoon,63,False,12,False,pride
6357,Random act of kindness from a stranger today. Restored my faith.,chat,personal,evening,64,False,11,False,joy
6358,The upgrade honestly isn't worth it at this price.,twitter,personal,evening,50,False,9,False,disappointment
6359,First time ever finishing in the top 10. Years of training paid off.,review,tech,morning,68,False,13,False,pride
6360,"Oh wonderful, the app needs an update to do the thing it did yesterday.",chat,social,afternoon,71,False,14,False,sarcasm
6361,The food was so good I ordered the same thing twice.,chat,customer_service,night,52,False,11,False,joy
6362,Just booked flights. Three weeks and I'll be in Tokyo for the first time..,chat,product_feedback,morning,74,False,14,False,excitement
6363,Attached is the updated version of the report.,chat,tech,evening,46,False,8,False,neutral
6364,WE GOT THE FUNDING. Announcing next week. Cannot contain this.,twitter,customer_service,morning,62,False,10,False,excitement
6365,I'll send over the details once I have them confirmed.,twitter,finance,morning,54,False,10,False,neutral
6366,First day at the new job tomorrow. Hope I made the right call. Honestly.,review,customer_service,morning,72,False,14,False,anxiety
6367,I'll send over the details once I have them confirmed.,review,health,night,54,False,10,False,neutral
6368,Our product just hit the front page. This is it.,review,product_feedback,evening,48,False,10,False,excitement
6369,Turned down a bigger offer to stay and lead this team. No regrets. Really.,chat,finance,evening,74,False,14,False,pride
6370,My team pulled off something we were told was impossible. Incredible. Honestly.,twitter,finance,morning,79,False,12,False,joy
6371,My team pulled off something we were told was impossible. Incredible.,support_ticket,work,morning,69,False,11,False,joy
6372,My mentor is leaving the company. Genuinely one of the best people here.,support_ticket,work,evening,72,False,13,False,disappointment
6373,Submitted my request two weeks ago. Still pending. No updates.,chat,work,evening,62,False,10,False,frustration
6374,The coffee this morning hit different. Life is good. Not sure what to think.,review,finance,evening,76,False,14,False,joy
6375,The beta just went live. Watching signups come in real time. Insane.,chat,customer_service,night,68,False,12,False,excitement
6376,The new location doesn't have the same feel as the original at all.,review,tech,morning,67,False,13,False,disappointment
6377,"Oh wonderful, the app needs an update to do the thing it did yesterday..",support_ticket,work,afternoon,72,False,14,False,sarcasm
6378,Thought we'd crossed a milestone today. Numbers say otherwise.,review,health,afternoon,62,False,9,False,disappointment
6379,Another terms and conditions update. Can't wait to not read it.,twitter,social,afternoon,63,False,11,False,sarcasm
6380,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,review,social,morning,82,False,14,False,anxiety
6381,"The movie was okay. Considering how long we waited, just okay feels bad.",twitter,product_feedback,night,72,False,13,False,disappointment
6382,The meeting got moved to Monday with no explanation. That's never good.,support_ticket,finance,morning,71,False,12,False,anxiety
6383,Ordered the special and they were out of it. Just found out after waiting.,review,work,night,74,False,14,False,disappointment
6384,The app crashes every single time I try to export. Every. Single. Time. Honestly.,twitter,health,morning,81,False,14,False,frustration
6385,The coffee this morning hit different. Life is good.,support_ticket,finance,morning,52,False,9,False,joy
6386,We didn't make it to the finals. The team gave everything. Still hurts.,review,tech,night,71,False,13,False,disappointment
6387,Your subscription renews on the 15th of next month.,support_ticket,tech,night,51,False,9,False,neutral
6388,"The movie was okay. Considering how long we waited, just okay feels bad. Really.",support_ticket,tech,night,80,False,14,False,disappointment
6389,They added a dark mode. Pity about everything else.!,twitter,work,evening,52,False,9,True,sarcasm
6390,Three separate apps for three things that used to be one. Progress.,chat,product_feedback,morning,67,False,12,False,sarcasm
6391,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",review,social,afternoon,77,False,14,False,sarcasm
6392,My mentor is leaving the company. Genuinely one of the best people here.,twitter,customer_service,afternoon,72,False,13,False,disappointment
6393,My doctor said the results would be in by now. They're not..,chat,customer_service,night,60,False,12,False,anxiety
6394,My visa got approved. Moving to a new country in 6 weeks.,review,work,evening,57,False,12,False,excitement
6395,My favorite is when the loading spinner just spins forever. Very zen.,twitter,product_feedback,night,69,False,12,False,sarcasm
6396,Saw an old friend today completely by accident. Made my whole week.,chat,work,night,67,False,12,False,joy
6397,My kid stood up for someone being bullied today. Without being asked.,twitter,product_feedback,afternoon,69,False,12,False,pride
6398,Saw an old friend today completely by accident. Made my whole week.,support_ticket,personal,evening,67,False,12,False,joy
6399,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down. Really.,chat,health,morning,90,False,18,False,frustration
6400,The leaderboard just updated and we moved to #2. LETS GO.,review,product_feedback,evening,57,False,11,False,excitement
6401,We hit a goal everyone said was unrealistic. Feels good to be unrealistic.,chat,finance,evening,74,False,13,False,pride
6402,Just got home and my dog went absolutely crazy. Best feeling ever.,chat,product_feedback,night,66,False,12,False,joy
6403,The new version is available for download from the usual location.,twitter,product_feedback,afternoon,66,False,11,False,neutral
6404,The collaboration fell through. We were really looking forward to it.,twitter,customer_service,night,69,False,11,False,disappointment
6405,Thanks for the 'fix'. The bug is now in a different place.,review,customer_service,evening,58,False,12,False,sarcasm
6406,Asked for a supervisor. Was put back in the queue. Unbelievable.,review,product_feedback,night,64,False,11,False,frustration
6407,The beta just went live. Watching signups come in real time. Insane.,twitter,social,night,68,False,12,False,excitement
6408,Your subscription renews on the 15th of next month.,twitter,personal,night,51,False,9,False,neutral
6409,The website logged me out in the middle of completing a form. Lost everything.,support_ticket,health,afternoon,78,False,14,False,frustration
6410,Deadline is in four hours and I'm still not confident this is ready.,chat,social,afternoon,68,False,13,False,anxiety
6411,I reviewed the document. A few minor edits noted in the comments.,twitter,personal,afternoon,65,False,12,False,neutral
6412,Just demoed to our biggest potential client ever. They want a proposal.,twitter,finance,night,71,False,12,False,excitement
6413,Your subscription renews on the 15th of next month.,support_ticket,social,night,51,False,9,False,neutral
6414,First time ever finishing in the top 10. Years of training paid off..,support_ticket,finance,evening,69,False,13,False,pride
6415,Asked for a supervisor. Was put back in the queue. Unbelievable.,chat,health,afternoon,64,False,11,False,frustration
6416,Random act of kindness from a stranger today. Restored my faith.,review,product_feedback,evening,64,False,11,False,joy
6417,The sunset tonight was unreal. Had to put my phone down just to watch.,support_ticket,finance,afternoon,70,False,14,False,joy
6418,Reached out about the role I was really excited about. Already filled.!,support_ticket,customer_service,night,71,False,12,True,disappointment
6419,The beta just went live. Watching signups come in real time. Insane.,twitter,work,night,68,False,12,False,excitement
6420,Oh you moved the settings menu again. Fun surprise.,twitter,product_feedback,afternoon,51,False,9,False,sarcasm
6421,The meeting has been moved to Thursday at 2pm.,review,customer_service,afternoon,46,False,9,False,neutral
6422,The trailer dropped and I've watched it four times already. Honestly.,chat,finance,morning,69,False,11,False,excitement
6423,Your subscription renews on the 15th of next month.,review,tech,morning,51,False,9,False,neutral
6424,"Wow, a 4 hour delivery window. So specific. Really narrows it down.",chat,customer_service,afternoon,67,False,12,False,sarcasm
6425,The product we shipped is being used by people I've never met. Surreal.,chat,customer_service,morning,71,False,13,False,pride
6426,Built the whole thing myself. From scratch. It works. It actually works.,chat,finance,night,72,False,12,False,pride
6427,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,support_ticket,personal,night,80,False,14,False,anxiety
6428,My kid stood up for someone being bullied today. Without being asked.,twitter,customer_service,afternoon,69,False,12,False,pride
6429,Finally finished the book I started six months ago. So worth it.,review,finance,night,64,False,12,False,joy
6430,We hit 10k users today. Started this project alone in my bedroom.,review,tech,evening,65,False,12,False,excitement
6431,My favorite is when the loading spinner just spins forever. Very zen. Honestly.,chat,tech,evening,79,False,13,False,sarcasm
6432,We didn't make it to the finals. The team gave everything. Still hurts.!,twitter,health,morning,72,False,13,True,disappointment
6433,Sent the email and immediately found a typo. To 300 people. Not sure what to think.,chat,customer_service,afternoon,83,False,16,False,anxiety
6434,I reviewed the document. A few minor edits noted in the comments.,support_ticket,social,afternoon,65,False,12,False,neutral
6435,The conference was underwhelming. Sessions felt rushed and surface level.,twitter,health,morning,73,False,10,False,disappointment
6436,Reached out about the role I was really excited about. Already filled.,chat,personal,night,70,False,12,False,disappointment
6437,Thought we'd crossed a milestone today. Numbers say otherwise..,chat,finance,night,63,False,9,False,disappointment
6438,My order shows delivered but there is nothing at my door.,support_ticket,tech,night,57,False,11,False,frustration
6439,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,chat,work,morning,82,False,17,False,frustration
6440,The server is responding slowly and we have a demo in 20 minutes.,twitter,product_feedback,afternoon,65,False,13,False,anxiety
6441,The server is responding slowly and we have a demo in 20 minutes.,support_ticket,health,morning,65,False,13,False,anxiety
6442,My account got flagged for unusual activity. I didn't do anything unusual..,support_ticket,health,morning,75,False,12,False,anxiety
6443,The collaboration fell through. We were really looking forward to it.,review,customer_service,evening,69,False,11,False,disappointment
6444,My doctor said the results would be in by now. They're not.,twitter,personal,afternoon,59,False,12,False,anxiety
6445,The sunset tonight was unreal. Had to put my phone down just to watch. Honestly.,twitter,tech,afternoon,80,False,15,False,joy
6446,Submitted my request two weeks ago. Still pending. No updates.,support_ticket,finance,morning,62,False,10,False,frustration
6447,The leaderboard just updated and we moved to #2. LETS GO.,review,health,night,57,False,11,False,excitement
6448,We hit 10k users today. Started this project alone in my bedroom.,review,finance,evening,65,False,12,False,excitement
6449,Turned down a bigger offer to stay and lead this team. No regrets.,twitter,work,afternoon,66,False,13,False,pride
6450,The new version is available for download from the usual location.,review,customer_service,morning,66,False,11,False,neutral
6451,Nominated for the award by my peers. Means more than any other kind..,twitter,tech,afternoon,69,False,13,False,pride
6452,Three separate apps for three things that used to be one. Progress.,review,personal,morning,67,False,12,False,sarcasm
6453,Submitted my request two weeks ago. Still pending. No updates.!,twitter,product_feedback,evening,63,False,10,True,frustration
6454,Kids fell asleep without a fight tonight. I might cry.!,review,health,afternoon,55,False,10,True,joy
6455,Just booked flights. Three weeks and I'll be in Tokyo for the first time.,review,finance,afternoon,73,False,14,False,excitement
6456,My account got flagged for unusual activity. I didn't do anything unusual.!,review,product_feedback,night,75,False,12,True,anxiety
6457,My team pulled off something we were told was impossible. Incredible.,chat,finance,morning,69,False,11,False,joy
6458,Expected a lot more based on the reviews. It's fine. Just fine.!,twitter,customer_service,afternoon,64,False,12,True,disappointment
6459,The website logged me out in the middle of completing a form. Lost everything.,review,personal,morning,78,False,14,False,frustration
6460,The team is currently working on it. Will update when complete.,support_ticket,personal,evening,63,False,11,False,neutral
6461,They reduced the portion size and kept the price the same. Classic.,support_ticket,health,afternoon,67,False,12,False,disappointment
6462,We hit 10k users today. Started this project alone in my bedroom.,review,work,night,65,False,12,False,excitement
6463,The package should arrive between Tuesday and Thursday.,chat,customer_service,morning,55,False,8,False,neutral
6464,Kids fell asleep without a fight tonight. I might cry.,chat,social,night,54,False,10,False,joy
6465,The upgrade honestly isn't worth it at this price.,twitter,finance,morning,50,False,9,False,disappointment
6466,"Sure, I'll just restart my computer for the fourth time today. That'll do it. Really.",support_ticket,product_feedback,morning,85,False,15,False,sarcasm
6467,"Wow, a 4 hour delivery window. So specific. Really narrows it down.",twitter,product_feedback,afternoon,67,False,12,False,sarcasm
6468,We've updated our privacy policy. You can view it on our website.,support_ticket,product_feedback,morning,65,False,12,False,neutral
6469,The update broke the one feature I actually used. Honestly.,support_ticket,health,afternoon,59,False,10,False,frustration
6470,Haven't heard back after the final interview. It's been five days. Not sure what to think.,support_ticket,personal,afternoon,90,False,16,False,anxiety
6471,Paid for priority support. Currently waiting 6 hours for a response..,twitter,personal,night,69,False,11,False,frustration
6472,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,support_ticket,finance,morning,82,False,14,False,anxiety
6473,The sunset tonight was unreal. Had to put my phone down just to watch.,support_ticket,tech,afternoon,70,False,14,False,joy
6474,First time ever finishing in the top 10. Years of training paid off. Really.,twitter,finance,morning,76,False,14,False,pride
6475,We've updated our privacy policy. You can view it on our website.,twitter,customer_service,night,65,False,12,False,neutral
6476,My article got cited in a research paper. Still processing that.,review,product_feedback,afternoon,64,False,11,False,pride
6477,They added a dark mode. Pity about everything else. Not sure what to think.,support_ticket,customer_service,evening,75,False,14,False,sarcasm
6478,"Wow, a 4 hour delivery window. So specific. Really narrows it down.",review,customer_service,night,67,False,12,False,sarcasm
6479,The coffee this morning hit different. Life is good.,twitter,customer_service,afternoon,52,False,9,False,joy
6480,Let me know if you need anything else from my end.,twitter,customer_service,morning,50,False,11,False,neutral
6481,My visa got approved. Moving to a new country in 6 weeks. Really.,chat,health,afternoon,65,False,13,False,excitement
6482,Finally finished the book I started six months ago. So worth it.!,review,finance,morning,65,False,12,True,joy
6483,The collaboration fell through. We were really looking forward to it.,review,personal,afternoon,69,False,11,False,disappointment
6484,The upgrade honestly isn't worth it at this price.,chat,social,afternoon,50,False,9,False,disappointment
6485,Just got home and my dog went absolutely crazy. Best feeling ever.,chat,customer_service,night,66,False,12,False,joy
6486,We bootstrapped to profitability. No outside funding. Just us.,twitter,product_feedback,afternoon,62,False,9,False,pride
6487,My parents watched me give the keynote. Worth every practice run. Not sure what to think.,support_ticket,product_feedback,night,89,False,16,False,pride
6488,My parents watched me give the keynote. Worth every practice run.,support_ticket,personal,evening,65,False,11,False,pride
6489,The website logged me out in the middle of completing a form. Lost everything.,support_ticket,product_feedback,morning,78,False,14,False,frustration
6490,Attached is the updated version of the report.,review,finance,evening,46,False,8,False,neutral
6491,Expected a lot more based on the reviews. It's fine. Just fine.,support_ticket,social,evening,63,False,12,False,disappointment
6492,The sunset tonight was unreal. Had to put my phone down just to watch.,review,product_feedback,evening,70,False,14,False,joy
6493,Love being told to clear my cache. Never heard that one before.,review,product_feedback,night,63,False,12,False,sarcasm
6494,"Yes, a survey right now makes perfect sense. Love the timing.",twitter,personal,afternoon,61,False,11,False,sarcasm
6495,The website logged me out in the middle of completing a form. Lost everything.,chat,personal,morning,78,False,14,False,frustration
6496,Please find the invoice attached for your records.,chat,personal,morning,50,False,8,False,neutral
6497,Attached is the updated version of the report.,review,health,night,46,False,8,False,neutral
6498,Please find the invoice attached for your records.,chat,health,evening,50,False,8,False,neutral
6499,"Yes, a survey right now makes perfect sense. Love the timing.",support_ticket,tech,evening,61,False,11,False,sarcasm
6500,The leaderboard just updated and we moved to #2. LETS GO.,chat,tech,morning,57,False,11,False,excitement
6501,My team didn't need me to jump in once today. That's the whole goal.!,support_ticket,finance,evening,69,False,14,True,pride
6502,Got a handwritten thank you note from a customer. Framed it.,chat,work,afternoon,60,False,11,False,joy
6503,Just got the call. We're in. Season starts in two months.,review,product_feedback,afternoon,57,False,11,False,excitement
6504,Haven't heard back after the final interview. It's been five days.,review,finance,evening,66,False,11,False,anxiety
6505,Three stars. Not bad. But I wanted it to be great.,support_ticket,customer_service,afternoon,50,False,11,False,disappointment
6506,The website logged me out in the middle of completing a form. Lost everything.,support_ticket,customer_service,evening,78,False,14,False,frustration
6507,Deadline is in four hours and I'm still not confident this is ready.,support_ticket,tech,afternoon,68,False,13,False,anxiety
6508,Haven't heard back after the final interview. It's been five days.,review,personal,evening,66,False,11,False,anxiety
6509,We bootstrapped to profitability. No outside funding. Just us. Honestly.,support_ticket,product_feedback,night,72,False,10,False,pride
6510,"Charged twice. Refund requested. Eleven days later, nothing.",support_ticket,work,evening,60,False,8,False,frustration
6511,The update broke the one feature I actually used. Really.,review,health,afternoon,57,False,10,False,frustration
6512,The meeting got moved to Monday with no explanation. That's never good.!,twitter,finance,afternoon,72,False,12,True,anxiety
6513,Got the feedback. A lot of it was fair. Still hard to read.,chat,personal,morning,59,False,13,False,disappointment
6514,The form won't let me proceed without a field that doesn't apply to me.,twitter,finance,night,71,False,14,False,frustration
6515,The sunset tonight was unreal. Had to put my phone down just to watch.,support_ticket,customer_service,afternoon,70,False,14,False,joy
6516,The trailer dropped and I've watched it four times already.,review,customer_service,night,59,False,10,False,excitement
6517,The team is currently working on it. Will update when complete.,chat,customer_service,morning,63,False,11,False,neutral
6518,Love being told to clear my cache. Never heard that one before.,support_ticket,personal,morning,63,False,12,False,sarcasm
6519,Submitted my request two weeks ago. Still pending. No updates.,review,personal,evening,62,False,10,False,frustration
6520,The team is currently working on it. Will update when complete.,chat,product_feedback,morning,63,False,11,False,neutral
6521,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,twitter,social,evening,80,False,14,False,anxiety
6522,The meeting got moved to Monday with no explanation. That's never good.,twitter,health,night,71,False,12,False,anxiety
6523,Ordered the special and they were out of it. Just found out after waiting.,support_ticket,tech,night,74,False,14,False,disappointment
6524,We bootstrapped to profitability. No outside funding. Just us.,twitter,tech,evening,62,False,9,False,pride
6525,Just got the call. We're in. Season starts in two months.,support_ticket,finance,afternoon,57,False,11,False,excitement
6526,New season drops at midnight and I am very much awake.,support_ticket,social,night,54,False,11,False,excitement
6527,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,support_ticket,social,night,80,False,14,False,anxiety
6528,My team didn't need me to jump in once today. That's the whole goal.,review,customer_service,afternoon,68,False,14,False,pride
6529,My mentor is leaving the company. Genuinely one of the best people here.,chat,personal,afternoon,72,False,13,False,disappointment
6530,Company retreat next week. First time the whole team meets in person.,support_ticket,social,evening,69,False,12,False,excitement
6531,The system maintenance is scheduled for Sunday between 2am and 4am.,twitter,health,evening,67,False,11,False,neutral
6532,I reviewed the document. A few minor edits noted in the comments.,chat,tech,morning,65,False,12,False,neutral
6533,Three years of night classes and I finally have the degree.,review,finance,night,59,False,11,False,pride
6534,Shipped the feature in half the time we estimated. Team was incredible.,twitter,customer_service,night,71,False,12,False,pride
6535,Replied to this exact email three times now. Does anyone actually read these?,support_ticket,tech,evening,77,False,13,True,frustration
6536,We didn't make it to the finals. The team gave everything. Still hurts. Really.,support_ticket,product_feedback,evening,79,False,14,False,disappointment
6537,Finally finished the book I started six months ago. So worth it.,twitter,finance,evening,64,False,12,False,joy
6538,Nominated for the award by my peers. Means more than any other kind.,twitter,health,afternoon,68,False,13,False,pride
6539,"Oh wonderful, the app needs an update to do the thing it did yesterday.",review,health,afternoon,71,False,14,False,sarcasm
6540,Thanks for the 'fix'. The bug is now in a different place.,twitter,product_feedback,night,58,False,12,False,sarcasm
6541,The coffee this morning hit different. Life is good.,chat,product_feedback,afternoon,52,False,9,False,joy
6542,Attached is the updated version of the report.,review,finance,evening,46,False,8,False,neutral
6543,Thought we'd crossed a milestone today. Numbers say otherwise.,support_ticket,personal,afternoon,62,False,9,False,disappointment
6544,Had to repeat my account details to three different agents today. Really.,review,work,night,73,False,12,False,frustration
6545,Random act of kindness from a stranger today. Restored my faith. Not sure what to think.,support_ticket,product_feedback,afternoon,88,False,16,False,joy
6546,The product we shipped is being used by people I've never met. Surreal.,support_ticket,tech,morning,71,False,13,False,pride
6547,My article got cited in a research paper. Still processing that.,support_ticket,personal,morning,64,False,11,False,pride
6548,Expected a lot more based on the reviews. It's fine. Just fine.,chat,customer_service,night,63,False,12,False,disappointment
6549,The meeting got moved to Monday with no explanation. That's never good.,review,customer_service,afternoon,71,False,12,False,anxiety
6550,"Wow, a 4 hour delivery window. So specific. Really narrows it down.",review,social,morning,67,False,12,False,sarcasm
6551,Please find the invoice attached for your records.,twitter,finance,afternoon,50,False,8,False,neutral
6552,The meeting got moved to Monday with no explanation. That's never good.,support_ticket,customer_service,afternoon,71,False,12,False,anxiety
6553,Attached is the updated version of the report.,chat,health,evening,46,False,8,False,neutral
6554,Ordered the special and they were out of it. Just found out after waiting. Not sure what to think.,support_ticket,tech,night,98,False,19,False,disappointment
6555,Asked for a supervisor. Was put back in the queue. Unbelievable.,review,tech,morning,64,False,11,False,frustration
6556,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,chat,health,night,82,False,17,False,frustration
6557,Just got the call. We're in. Season starts in two months.,chat,product_feedback,morning,57,False,11,False,excitement
6558,The client said it was the best work they've received in years.,support_ticket,health,night,63,False,12,False,pride
6559,Got a handwritten thank you note from a customer. Framed it.,support_ticket,health,afternoon,60,False,11,False,joy
6560,The meeting has been moved to Thursday at 2pm.,support_ticket,health,evening,46,False,9,False,neutral
6561,Got promoted. Still can't believe it's real.,support_ticket,social,morning,44,False,7,False,joy
6562,Finally got accepted to the program I applied to three times.!,review,social,afternoon,62,False,11,True,excitement
6563,My mentor is leaving the company. Genuinely one of the best people here.,chat,customer_service,afternoon,72,False,13,False,disappointment
6564,Nominated for the award by my peers. Means more than any other kind.,twitter,product_feedback,afternoon,68,False,13,False,pride
6565,Haven't heard back after the final interview. It's been five days.,chat,personal,morning,66,False,11,False,anxiety
6566,The food was so good I ordered the same thing twice.,chat,tech,night,52,False,11,False,joy
6567,Confirming receipt of your message. We'll follow up shortly.,chat,health,evening,60,False,9,False,neutral
6568,WE GOT THE FUNDING. Announcing next week. Cannot contain this.,support_ticket,personal,night,62,False,10,False,excitement
6569,Haven't heard back after the final interview. It's been five days.,review,work,morning,66,False,11,False,anxiety
6570,We bootstrapped to profitability. No outside funding. Just us.,twitter,tech,evening,62,False,9,False,pride
6571,New phone ships tomorrow. Haven't slept properly thinking about it.,twitter,personal,morning,67,False,10,False,excitement
6572,Paid for priority support. Currently waiting 6 hours for a response.,chat,finance,night,68,False,11,False,frustration
6573,We didn't make it to the finals. The team gave everything. Still hurts.,twitter,finance,morning,71,False,13,False,disappointment
6574,New phone ships tomorrow. Haven't slept properly thinking about it.,review,finance,morning,67,False,10,False,excitement
6575,Got early access. Installing right now. Hands literally shaking. Not sure what to think.,twitter,social,night,88,False,14,False,excitement
6576,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,support_ticket,customer_service,morning,82,False,14,False,anxiety
6577,Reached out about the role I was really excited about. Already filled. Really.,chat,personal,night,78,False,13,False,disappointment
6578,Three separate apps for three things that used to be one. Progress.,twitter,tech,afternoon,67,False,12,False,sarcasm
6579,The package should arrive between Tuesday and Thursday.,twitter,customer_service,night,55,False,8,False,neutral
6580,"Oh great, another update that changed everything I already knew how to use.",review,personal,morning,75,False,13,False,sarcasm
6581,The team is currently working on it. Will update when complete.,review,work,morning,63,False,11,False,neutral
6582,Sent the email and immediately found a typo. To 300 people..,review,social,afternoon,60,False,11,False,anxiety
6583,My mentor is leaving the company. Genuinely one of the best people here.!,review,customer_service,evening,73,False,13,True,disappointment
6584,First run in weeks and I feel like a new person.,chat,tech,evening,48,False,11,False,joy
6585,The product we shipped is being used by people I've never met. Surreal. Not sure what to think.,twitter,finance,night,95,False,18,False,pride
6586,My mentor is leaving the company. Genuinely one of the best people here.,twitter,work,night,72,False,13,False,disappointment
6587,"Yes, a survey right now makes perfect sense. Love the timing.",chat,finance,evening,61,False,11,False,sarcasm
6588,"The movie was okay. Considering how long we waited, just okay feels bad. Honestly.",support_ticket,personal,morning,82,False,14,False,disappointment
6589,The new location doesn't have the same feel as the original at all. Really.,review,tech,night,75,False,14,False,disappointment
6590,I followed the instructions exactly. It still doesn't work. What am I missing..,twitter,work,evening,79,False,13,False,frustration
6591,The new version is available for download from the usual location.,support_ticket,finance,afternoon,66,False,11,False,neutral
6592,The fix they deployed made it worse. Not slightly worse. Much worse.,support_ticket,work,morning,68,False,12,False,frustration
6593,My visa got approved. Moving to a new country in 6 weeks.,chat,customer_service,afternoon,57,False,12,False,excitement
6594,My order arrived a day early and everything was perfect.!,support_ticket,tech,morning,57,False,10,True,joy
6595,Love being told to clear my cache. Never heard that one before. Really.,twitter,work,night,71,False,13,False,sarcasm
6596,My account got flagged for unusual activity. I didn't do anything unusual.,twitter,customer_service,afternoon,74,False,12,False,anxiety
6597,First day at the new job tomorrow. Hope I made the right call.,twitter,social,morning,62,False,13,False,anxiety
6598,The meeting got moved to Monday with no explanation. That's never good.,twitter,social,morning,71,False,12,False,anxiety
6599,It's raining outside and I have nowhere to be. Perfect day. Honestly.,twitter,work,morning,69,False,12,False,joy
6600,My article got cited in a research paper. Still processing that. Not sure what to think.,support_ticket,product_feedback,evening,88,False,16,False,pride
6601,Paid for priority support. Currently waiting 6 hours for a response.,support_ticket,work,evening,68,False,11,False,frustration
6602,I followed the instructions exactly. It still doesn't work. What am I missing.,review,health,afternoon,78,False,13,False,frustration
6603,"Yes, a survey right now makes perfect sense. Love the timing.",twitter,social,night,61,False,11,False,sarcasm
6604,We hit 10k users today. Started this project alone in my bedroom.,support_ticket,finance,afternoon,65,False,12,False,excitement
6605,Paid for priority support. Currently waiting 6 hours for a response. Really.,review,personal,evening,76,False,12,False,frustration
6606,First time ever finishing in the top 10. Years of training paid off.,support_ticket,work,evening,68,False,13,False,pride
6607,The sunset tonight was unreal. Had to put my phone down just to watch.,review,social,night,70,False,14,False,joy
6608,Deadline is in four hours and I'm still not confident this is ready.,chat,finance,morning,68,False,13,False,anxiety
6609,The client said it was the best work they've received in years.,review,health,evening,63,False,12,False,pride
6610,Ordered the special and they were out of it. Just found out after waiting. Not sure what to think.,support_ticket,health,morning,98,False,19,False,disappointment
6611,The meeting has been moved to Thursday at 2pm.,support_ticket,customer_service,night,46,False,9,False,neutral
6612,I reviewed the document. A few minor edits noted in the comments.,chat,product_feedback,afternoon,65,False,12,False,neutral
6613,The product we shipped is being used by people I've never met. Surreal.,support_ticket,finance,afternoon,71,False,13,False,pride
6614,The office will be closed on Friday for the public holiday.,review,social,afternoon,59,False,11,False,neutral
6615,The new location doesn't have the same feel as the original at all.,review,customer_service,evening,67,False,13,False,disappointment
6616,Your account has been created. You can log in with the email provided.,chat,customer_service,evening,70,False,13,False,neutral
6617,Love being told to clear my cache. Never heard that one before.,twitter,social,morning,63,False,12,False,sarcasm
6618,Built the whole thing myself. From scratch. It works. It actually works.,support_ticket,social,afternoon,72,False,12,False,pride
6619,Let me know if you need anything else from my end.,review,health,afternoon,50,False,11,False,neutral
6620,Please find the invoice attached for your records.,review,work,afternoon,50,False,8,False,neutral
6621,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,chat,health,morning,80,False,14,False,anxiety
